instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,hour_of_day,season_name,weather_condition,casual_pct,registered_pct,usage_level,user_cluster,weather_group,behavior_cluster,demand_level,rush_category,TimeCluster
1,2011-01-01,1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0.0,3,13,16,2011,1,1,Saturday,0,Spring,Cerah,18.75,81.25,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7669,2011-11-21,4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4,2011,11,21,Monday,3,Winter,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7670,2011-11-21,4,0,11,4,0,1,1,3,0.44,0.4394,1.0,0.1343,0,5,5,2011,11,21,Monday,4,Winter,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7671,2011-11-21,4,0,11,5,0,1,1,2,0.44,0.4394,1.0,0.0,0,20,20,2011,11,21,Monday,5,Winter,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7672,2011-11-21,4,0,11,6,0,1,1,2,0.42,0.4242,1.0,0.0,0,76,76,2011,11,21,Monday,6,Winter,Berawan,0.0,100.0,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7673,2011-11-21,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246,2011,11,21,Monday,7,Winter,Berawan,6.910569105691057,93.08943089430895,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7674,2011-11-21,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0.0,13,378,391,2011,11,21,Monday,8,Winter,Berawan,3.324808184143223,96.67519181585678,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7675,2011-11-21,4,0,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,15,222,237,2011,11,21,Monday,9,Winter,Berawan,6.329113924050633,93.67088607594937,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7676,2011-11-21,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0.0,25,110,135,2011,11,21,Monday,10,Winter,Berawan,18.51851851851852,81.48148148148148,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7677,2011-11-21,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128,2011,11,21,Monday,11,Winter,Berawan,12.5,87.5,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7678,2011-11-21,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162,2011,11,21,Monday,12,Winter,Berawan,14.814814814814813,85.18518518518519,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7679,2011-11-21,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121,134,2011,11,21,Monday,13,Winter,Berawan,9.701492537313433,90.29850746268657,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7680,2011-11-21,4,0,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,14,121,135,2011,11,21,Monday,14,Winter,Berawan,10.37037037037037,89.62962962962962,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7681,2011-11-21,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,15,93,108,2011,11,21,Monday,15,Winter,Hujan Ringan,13.88888888888889,86.11111111111111,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Leisure Time
7682,2011-11-21,4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,13,95,108,2011,11,21,Monday,16,Winter,Hujan Ringan,12.037037037037036,87.96296296296296,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Leisure Time
7683,2011-11-21,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,10,200,210,2011,11,21,Monday,17,Winter,Hujan Ringan,4.761904761904762,95.23809523809523,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7684,2011-11-21,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,8,184,192,2011,11,21,Monday,18,Winter,Hujan Ringan,4.166666666666666,95.83333333333334,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7685,2011-11-21,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,2,135,137,2011,11,21,Monday,19,Winter,Hujan Ringan,1.4598540145985401,98.54014598540147,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7686,2011-11-21,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,2011,11,21,Monday,20,Winter,Hujan Ringan,6.25,93.75,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Off Time
7687,2011-11-21,4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114,2011,11,21,Monday,21,Winter,Hujan Ringan,9.649122807017543,90.35087719298247,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Off Time
7688,2011-11-21,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,6,72,78,2011,11,21,Monday,22,Winter,Hujan Ringan,7.6923076923076925,92.3076923076923,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Off Time
7689,2011-11-21,4,0,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,4,29,33,2011,11,21,Monday,23,Winter,Hujan Ringan,12.121212121212121,87.87878787878788,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7690,2011-11-22,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14,2011,11,22,Tuesday,0,Winter,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7691,2011-11-22,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6,2011,11,22,Tuesday,1,Winter,Hujan Ringan,16.666666666666664,83.33333333333334,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7692,2011-11-22,4,0,11,2,0,2,1,3,0.38,0.3939,1.0,0.1045,2,4,6,2011,11,22,Tuesday,2,Winter,Hujan Ringan,33.33333333333333,66.66666666666666,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7693,2011-11-22,4,0,11,3,0,2,1,3,0.38,0.3939,1.0,0.1045,1,2,3,2011,11,22,Tuesday,3,Winter,Hujan Ringan,33.33333333333333,66.66666666666666,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7694,2011-11-22,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7,2011,11,22,Tuesday,4,Winter,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7695,2011-11-22,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18,2011,11,22,Tuesday,5,Winter,Hujan Ringan,5.555555555555555,94.44444444444444,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7696,2011-11-22,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,1,63,64,2011,11,22,Tuesday,6,Winter,Berawan,1.5625,98.4375,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7697,2011-11-22,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121,2011,11,22,Tuesday,7,Winter,Hujan Ringan,1.6528925619834711,98.34710743801654,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7698,2011-11-22,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190,2011,11,22,Tuesday,8,Winter,Hujan Ringan,2.631578947368421,97.36842105263158,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7699,2011-11-22,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0.0,2,147,149,2011,11,22,Tuesday,9,Winter,Hujan Ringan,1.342281879194631,98.65771812080537,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7700,2011-11-22,4,0,11,10,0,2,1,3,0.4,0.4091,0.94,0.0,6,46,52,2011,11,22,Tuesday,10,Winter,Hujan Ringan,11.538461538461538,88.46153846153845,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7701,2011-11-22,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32,2011,11,22,Tuesday,11,Winter,Hujan Ringan,12.5,87.5,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7702,2011-11-22,4,0,11,12,0,2,1,3,0.4,0.4091,1.0,0.0896,3,18,21,2011,11,22,Tuesday,12,Winter,Hujan Ringan,14.285714285714285,85.71428571428571,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7703,2011-11-22,4,0,11,13,0,2,1,3,0.42,0.4242,1.0,0.0896,4,22,26,2011,11,22,Tuesday,13,Winter,Hujan Ringan,15.384615384615385,84.61538461538461,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7704,2011-11-22,4,0,11,14,0,2,1,3,0.42,0.4242,1.0,0.0896,4,31,35,2011,11,22,Tuesday,14,Winter,Hujan Ringan,11.428571428571429,88.57142857142857,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7705,2011-11-22,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0.0,2,32,34,2011,11,22,Tuesday,15,Winter,Hujan Ringan,5.88235294117647,94.11764705882352,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7706,2011-11-22,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0.0,3,59,62,2011,11,22,Tuesday,16,Winter,Hujan Ringan,4.838709677419355,95.16129032258065,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Leisure Time
7707,2011-11-22,4,0,11,17,0,2,1,3,0.44,0.4394,1.0,0.0896,4,161,165,2011,11,22,Tuesday,17,Winter,Hujan Ringan,2.4242424242424243,97.57575757575758,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7708,2011-11-22,4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,0,148,148,2011,11,22,Tuesday,18,Winter,Hujan Ringan,0.0,100.0,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7709,2011-11-22,4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111,2011,11,22,Tuesday,19,Winter,Hujan Ringan,4.504504504504505,95.4954954954955,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7710,2011-11-22,4,0,11,20,0,2,1,2,0.46,0.4545,1.0,0.2239,6,121,127,2011,11,22,Tuesday,20,Winter,Berawan,4.724409448818897,95.2755905511811,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7711,2011-11-22,4,0,11,21,0,2,1,2,0.46,0.4545,1.0,0.2537,4,86,90,2011,11,22,Tuesday,21,Winter,Berawan,4.444444444444445,95.55555555555556,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7712,2011-11-22,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87,2011,11,22,Tuesday,22,Winter,Berawan,6.896551724137931,93.10344827586206,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7713,2011-11-22,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,3,36,39,2011,11,22,Tuesday,23,Winter,Berawan,7.6923076923076925,92.3076923076923,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7714,2011-11-23,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16,2011,11,23,Wednesday,0,Winter,Berawan,12.5,87.5,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7715,2011-11-23,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8,2011,11,23,Wednesday,1,Winter,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7716,2011-11-23,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6,2011,11,23,Wednesday,2,Winter,Hujan Ringan,16.666666666666664,83.33333333333334,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7717,2011-11-23,4,0,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,1,2,3,2011,11,23,Wednesday,3,Winter,Hujan Ringan,33.33333333333333,66.66666666666666,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7718,2011-11-23,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5,2011,11,23,Wednesday,4,Winter,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
7719,2011-11-23,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,1,16,17,2011,11,23,Wednesday,5,Winter,Berawan,5.88235294117647,94.11764705882352,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7720,2011-11-23,4,0,11,6,0,3,1,2,0.44,0.4394,1.0,0.0,1,68,69,2011,11,23,Wednesday,6,Winter,Berawan,1.4492753623188406,98.55072463768117,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7721,2011-11-23,4,0,11,7,0,3,1,2,0.46,0.4545,1.0,0.0896,2,154,156,2011,11,23,Wednesday,7,Winter,Berawan,1.282051282051282,98.71794871794873,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7722,2011-11-23,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,7,316,323,2011,11,23,Wednesday,8,Winter,Berawan,2.1671826625387,97.8328173374613,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7723,2011-11-23,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167,2011,11,23,Wednesday,9,Winter,Berawan,1.7964071856287425,98.20359281437125,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7724,2011-11-23,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,2011,11,23,Wednesday,10,Winter,Berawan,7.894736842105263,92.10526315789474,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7725,2011-11-23,4,0,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,107,116,2011,11,23,Wednesday,11,Winter,Berawan,7.758620689655173,92.24137931034483,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7726,2011-11-23,4,0,11,12,0,3,1,1,0.48,0.4697,0.55,0.4179,9,151,160,2011,11,23,Wednesday,12,Winter,Cerah,5.625,94.375,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7727,2011-11-23,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174,2011,11,23,Wednesday,13,Winter,Berawan,6.896551724137931,93.10344827586206,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7728,2011-11-23,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,13,200,213,2011,11,23,Wednesday,14,Winter,Cerah,6.103286384976526,93.89671361502347,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7729,2011-11-23,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207,2011,11,23,Wednesday,15,Winter,Berawan,6.280193236714976,93.71980676328504,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7730,2011-11-23,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,4,169,173,2011,11,23,Wednesday,16,Winter,Berawan,2.312138728323699,97.6878612716763,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7731,2011-11-23,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163,2011,11,23,Wednesday,17,Winter,Hujan Ringan,4.294478527607362,95.70552147239265,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
7732,2011-11-23,4,0,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,7,138,145,2011,11,23,Wednesday,18,Winter,Berawan,4.827586206896552,95.17241379310344,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7733,2011-11-23,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122,2011,11,23,Wednesday,19,Winter,Cerah,4.918032786885246,95.08196721311475,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7734,2011-11-23,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68,2011,11,23,Wednesday,20,Winter,Cerah,1.4705882352941175,98.52941176470588,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7735,2011-11-23,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66,2011,11,23,Wednesday,21,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7736,2011-11-23,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62,2011,11,23,Wednesday,22,Winter,Cerah,4.838709677419355,95.16129032258065,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7737,2011-11-23,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51,2011,11,23,Wednesday,23,Winter,Cerah,7.8431372549019605,92.15686274509804,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7738,2011-11-24,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23,2011,11,24,Thursday,0,Winter,Cerah,4.3478260869565215,95.65217391304348,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7739,2011-11-24,4,0,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,1,23,24,2011,11,24,Thursday,1,Winter,Cerah,4.166666666666666,95.83333333333334,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7740,2011-11-24,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,2011,11,24,Thursday,2,Winter,Cerah,13.636363636363635,86.36363636363636,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7741,2011-11-24,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,2011,11,24,Thursday,3,Winter,Cerah,20.0,80.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7742,2011-11-24,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,2011,11,24,Thursday,4,Winter,Cerah,50.0,50.0,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
7743,2011-11-24,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,2011,11,24,Thursday,5,Winter,Cerah,9.090909090909092,90.9090909090909,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7744,2011-11-24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,2011,11,24,Thursday,6,Winter,Cerah,16.666666666666664,83.33333333333334,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7745,2011-11-24,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,2011,11,24,Thursday,7,Winter,Cerah,22.5,77.5,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7746,2011-11-24,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,2011,11,24,Thursday,8,Winter,Cerah,8.695652173913043,91.30434782608695,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7747,2011-11-24,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0.0,13,68,81,2011,11,24,Thursday,9,Winter,Cerah,16.049382716049383,83.9506172839506,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7748,2011-11-24,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0.0,34,64,98,2011,11,24,Thursday,10,Winter,Cerah,34.69387755102041,65.3061224489796,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7749,2011-11-24,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,2011,11,24,Thursday,11,Winter,Cerah,36.61971830985916,63.38028169014085,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7750,2011-11-24,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,2011,11,24,Thursday,12,Winter,Cerah,41.333333333333336,58.666666666666664,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,2011,11,24,Thursday,13,Winter,Cerah,48.0,52.0,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,2011,11,24,Thursday,14,Winter,Cerah,44.047619047619044,55.952380952380956,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7753,2011-11-24,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,2011,11,24,Thursday,15,Winter,Cerah,52.348993288590606,47.651006711409394,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7754,2011-11-24,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,2011,11,24,Thursday,16,Winter,Cerah,42.10526315789473,57.89473684210527,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7755,2011-11-24,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,2011,11,24,Thursday,17,Winter,Cerah,45.94594594594595,54.054054054054056,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Rush Hour,Commute Time
7756,2011-11-24,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,2011,11,24,Thursday,18,Winter,Cerah,35.13513513513514,64.86486486486487,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7757,2011-11-24,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,2011,11,24,Thursday,19,Winter,Cerah,53.57142857142857,46.42857142857143,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Rush Hour,Commute Time
7758,2011-11-24,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,2011,11,24,Thursday,20,Winter,Cerah,45.16129032258064,54.83870967741935,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
7759,2011-11-24,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,2011,11,24,Thursday,21,Winter,Cerah,26.923076923076923,73.07692307692307,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7760,2011-11-24,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,2011,11,24,Thursday,22,Winter,Cerah,36.36363636363637,63.63636363636363,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7761,2011-11-24,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,2011,11,24,Thursday,23,Winter,Cerah,9.523809523809524,90.47619047619048,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7762,2011-11-25,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,2011,11,25,Friday,0,Winter,Cerah,24.137931034482758,75.86206896551724,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14,2011,11,25,Friday,1,Winter,Cerah,14.285714285714285,85.71428571428571,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7764,2011-11-25,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,2011,11,25,Friday,2,Winter,Cerah,40.0,60.0,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
